Compound;DrugClass;InChIKey;InChIKeyShort;SMILES
Oxazolam;Benzodiazepines;VCCZBYPHZRWKFY-UHFFFAOYSA-N;VCCZBYPHZRWKFY;ClC=1C=CC2=C(C3(N(CC(N2)=O)CC(O3)C)C3=CC=CC=C3)C1
Oxiracetam;Unknown;IHLAQQPQKRMGSS-UHFFFAOYSA-N;IHLAQQPQKRMGSS;OC1CC(N(C1)CC(=O)N)=O
Oxycodone;Opioids;BRUQQQPBMZOVGD-XFKAJCMBSA-N;BRUQQQPBMZOVGD;[H][C@@]12OC3=C(OC)C=CC4=C3[C@]11CCN(C)[C@]([H])(C4)[C@@]1(O)CCC2=O
Oxymorphone;Opioids;UQCNKQCJZOAFTQ-ISWURRPUSA-N;UQCNKQCJZOAFTQ;O=C1[C@@H]2OC3=C(O)C=CC4=C3[C@@]2([C@]5(CC1)O)CCN(C)[C@@H]5C4
P2NP;Unknown;WGSVFWFSJDAYBM-UHFFFAOYSA-N;WGSVFWFSJDAYBM;C/C([N+]([O-])=O)=C\C1=CC=CC=C1
P4TCP;Arylcyclohexylamines;RIIRMUBUGPAIQD-UHFFFAOYSA-N;RIIRMUBUGPAIQD;C1(=CC=CC=C1)C1(CCSCC1)N1CCCCC1
Pagoclone;Unknown;HIUPRQPBWVEQJJ-UHFFFAOYSA-N;HIUPRQPBWVEQJJ;ClC1=CC=C2C=CC(=NC2=N1)N1C(C2=CC=CC=C2C1CC(CCC(C)C)=O)=O
para-Bromofentanyl;Opioids;UTXQWNZEVFXSIA-UHFFFAOYSA-N;UTXQWNZEVFXSIA;CCC(=O)N(C1CCN(CCC2C=CC=CC=2)CC1)C1C=CC(Br)=CC=1
para-Chloro Acrylfentanyl;Opioids;CSFZVPAQJHDOCD-UHFFFAOYSA-N;CSFZVPAQJHDOCD;C=CC(N(C1=CC=C(Cl)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O
para-Chloro Cyclopentylfentanyl;Opioids;SJMSXMAHJSSXOR-UHFFFAOYSA-N;SJMSXMAHJSSXOR;O=C(C1CCCC1)N(C2=CC=C(Cl)C=C2)C3CCN(CCC4=CC=CC=C4)CC3
para-Chloro Cyclopropylfentanyl;Opioids;IPGLBSCVAGTNBX-UHFFFAOYSA-N;IPGLBSCVAGTNBX;O=C(C1CC1)N(C2=CC=C(Cl)C=C2)C3CCN(CCC4=CC=CC=C4)CC3
para-Chloro Furanylfentanyl;Opioids;AZXDRBNBIMRBJI-UHFFFAOYSA-N;AZXDRBNBIMRBJI;O=C(C1=CC=CO1)N(C2=CC=C(Cl)C=C2)C3CCN(CCC4=CC=CC=C4)CC3
para-Chloro Valerylfentanyl;Opioids;FCGXDEMTTPNXQP-UHFFFAOYSA-N;FCGXDEMTTPNXQP;CCCCC(N(C1=CC=C(Cl)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O
para-Chlorobutyryl Fentanyl;Opioids;YRAMWTYYYLTADR-UHFFFAOYSA-N;YRAMWTYYYLTADR;CCCC(N(C1=CC=C(Cl)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O
para-fluoro 4-Anilinopiperidine;Opioids;ZSYRYBOMHWXRDF-UHFFFAOYSA-N;ZSYRYBOMHWXRDF;FC1=CC=C(C=C1)NC1CCNCC1
para-Fluoro Acetylfentanyl;Opioids;OXKSBDHHJOPFAH-UHFFFAOYSA-N;OXKSBDHHJOPFAH;FC1=CC=C(C=C1)N(C(C)=O)C1CCN(CC1)CCC1=CC=CC=C1
para-Fluoro Cyclopropylfentanyl;Opioids;CGLWFPGHBIADCN-UHFFFAOYSA-N;CGLWFPGHBIADCN;O=C(C1CC1)N(C2=CC=C(F)C=C2)C3CCN(CCC4=CC=CC=C4)CC3
para-Fluoro Furanyl norfentanyl;Opioids;STXYGNCPWWHEGV-UHFFFAOYSA-N;STXYGNCPWWHEGV;FC1=CC=C(C=C1)N(C(=O)C1=COC=C1)C1CCNCC1
para-fluoro Phenethyl 4-ANPP;Opioids;CZUZIKHDUIGZCQ-UHFFFAOYSA-N;CZUZIKHDUIGZCQ;FC1=CC=C(C=C1)N(C1CCN(CC1)CCC1=CC=CC=C1)CCC1=CC=CC=C1
para-Fluoro Valerylfentanyl;Opioids;LRGKRSJHHVAEAD-UHFFFAOYSA-N;LRGKRSJHHVAEAD;CCCCC(N(C1=CC=C(F)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O
Para-fluoroacrylfentanyl;Opioids;ZTLLQVADDIYHJU-UHFFFAOYSA-N;ZTLLQVADDIYHJU;C=CC(N(C1=CC=C(F)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O
para-Fluorobutyrfentanyl;Opioids;QZFMCYUBPSLOBP-UHFFFAOYSA-N;QZFMCYUBPSLOBP;CCCC(N(C1=CC=C(F)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O
para-Fluorocyclopropylbenzylfentanyl;Opioids;DGFCHXNCEJHFDB-UHFFFAOYSA-N;DGFCHXNCEJHFDB;O=C(C1CC1)N(C2CCN(CC3=CC=CC=C3)CC2)C4=CC=C(F)C=C4
para-Fluorofentanyl;Opioids;KXUBAVLIJFTASZ-UHFFFAOYSA-N;KXUBAVLIJFTASZ;CCC(N(C1=CC=C(F)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O
para-Fluorofuranylfentanyl;Opioids;MGEQOAJOFFXWTR-UHFFFAOYSA-N;MGEQOAJOFFXWTR;FC1=CC=C(C=C1)N(C(=O)C=1OC=CC1)C1CCN(CC1)CCC1=CC=CC=C1
para-Fluorophenylpiperazine;Piperazine derivates;AVJKDKWRVSSJPK-UHFFFAOYSA-N;AVJKDKWRVSSJPK;FC1=CC=C(N2CCNCC2)C=C1
para-methoxy 4-ANPP;Opioids;HVZBFQZTWWJOHF-UHFFFAOYSA-N;HVZBFQZTWWJOHF;COC1=CC=C(NC2CCN(CCC3=CC=CC=C3)CC2)C=C1
para-Methoxy Acrylfentanyl;Opioids;OPFSSCQJIGSMRG-UHFFFAOYSA-N;OPFSSCQJIGSMRG;C=CC(N(C1=CC=C(OC)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O
para-Methoxy Fentanyl;Opioids;QKQAUPIOVFHVJI-UHFFFAOYSA-N;QKQAUPIOVFHVJI;CCC(N(C1=CC=C(OC)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O
para-methoxyacetylfentanyl;Opioids;MEAAIIUNOQOZBW-UHFFFAOYSA-N;MEAAIIUNOQOZBW;CC(N(C1=CC=C(OC)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O
para-Methoxyfuranylfentanyl;Opioids;JCCKUDBCTLAHGQ-UHFFFAOYSA-N;JCCKUDBCTLAHGQ;O=C(C1=CC=CO1)N(C2=CC=C(OC)C=C2)C3CCN(CCC4=CC=CC=C4)CC3
para-Methyl Acrylfentanyl;Opioids;PAGSZSGDIQRYHE-UHFFFAOYSA-N;PAGSZSGDIQRYHE;C=CC(N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=C(C)C=C3)=O
para-Methyl AP-237;Opioids;KILDQGNPVSPXPA-GQCTYLIASA-N;KILDQGNPVSPXPA;C1(=CC=C(C=C1)/C=C/CN1CCN(CC1)C(CCC)=O)C
para-Methyl Fentanyl;Opioids;XHWYYMNEJCMADF-UHFFFAOYSA-N;XHWYYMNEJCMADF;CCC(N(C1=CC=C(C)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O
para-Methyl Isobutyrylfentanyl;Opioids;SVTFAGUOPSJFBQ-UHFFFAOYSA-N;SVTFAGUOPSJFBQ;CC(C)C(N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=C(C)C=C3)=O
para-Methyl Tetrahydrofuranylfentanyl;Opioids;XFSPASILKQGTMK-UHFFFAOYSA-N;XFSPASILKQGTMK;O=C(C1OCCC1)N(C2CCN(CCC3=CC=CC=C3)CC2)C4=CC=C(C)C=C4
para-Methylcyclopropylfentanyl;Opioids;HVDSXTDEYBCMRJ-UHFFFAOYSA-N;HVDSXTDEYBCMRJ;C(CC1=CC=CC=C1)N1CCC(CC1)N(C(=O)C1CC1)C1=CC=C(C=C1)C
Paynantheine (Mitragyna alkaloid);Plants & extracts;JGZKIGWXPPFMRG-CYSPOEIOSA-N;JGZKIGWXPPFMRG;O=C(OC)/C([C@@H]1[C@@H](C=C)CN2CCC3=C(NC4=C3C(OC)=CC=C4)[C@]2([H])C1)=C/OC
PB-22;Cannabinoids;ZAVGICCEAOUWFM-UHFFFAOYSA-N;ZAVGICCEAOUWFM;O=C(C1=CN(CCCCC)C2=C1C=CC=C2)OC3=C4N=CC=CC4=CC=C3
PB-22 (3-Carboxyindole);Cannabinoids;HAPJUNILBCTRIJ-UHFFFAOYSA-N;HAPJUNILBCTRIJ;O=C(C1=CN(CCCCC)C2=C1C=CC=C2)O
PB-22 (N-4-OH-Pentyl);Cannabinoids;USLCLHHNJHEBGL-UHFFFAOYSA-N;USLCLHHNJHEBGL;OC(CCCN1C=C(C2=CC=CC=C12)C(=O)OC=1C=CC=C2C=CC=NC12)C
PB-22 (N-4-OH-Pentyl-3-carboxyindole);Cannabinoids;JKTRSAHBYMWKAA-UHFFFAOYSA-N;JKTRSAHBYMWKAA;OC(CCCN1C=C(C2=CC=CC=C12)C(=O)O)C
PB-22 (N-5-OH-Pentyl);Cannabinoids;JEBNZZQRKQILOJ-UHFFFAOYSA-N;JEBNZZQRKQILOJ;OCCCCCN1C=C(C2=CC=CC=C12)C(=O)OC=1C=CC=C2C=CC=NC12
PB-22 (N-5-OH-Pentyl-3-carboxyindole);Cannabinoids;ZCWYUPUVKMTKDB-UHFFFAOYSA-N;ZCWYUPUVKMTKDB;OCCCCCN1C=C(C2=CC=CC=C12)C(=O)O
PB-22 (N-Pentanoic acid);Cannabinoids;OHXYIFOJAQVPRU-UHFFFAOYSA-N;OHXYIFOJAQVPRU;O=C(O)CCCCN1C=C(C(OC2=C3N=CC=CC3=CC=C2)=O)C4=C1C=CC=C4
PB-22 (N-Pentanoic acid-3-Carboxyindole);Cannabinoids;VCBRLAVKGLDFSD-UHFFFAOYSA-N;VCBRLAVKGLDFSD;C(=O)(O)CCCCN1C=C(C2=CC=CC=C12)C(=O)O
PBCHA;Arylcyclohexylamines;VTADSSBVGLAWDN-UHFFFAOYSA-N;VTADSSBVGLAWDN;C1(=CC=CC=C1)C1(C2CCC(C1)C2)N
PBCHE;Arylcyclohexylamines;FGDRCLUSTMEPAY-UHFFFAOYSA-N;FGDRCLUSTMEPAY;C(C)NC1(C2CCC(C1)C2)C2=CC=CC=C2
PBCHP;Arylcyclohexylamines;KYZJTVMSYIIKBE-UHFFFAOYSA-N;KYZJTVMSYIIKBE;C1(=CC=CC=C1)C1(C2CCC(C1)C2)N2CCCCC2
PBCHPr;Arylcyclohexylamines;TVERFYFWUCZNBS-UHFFFAOYSA-N;TVERFYFWUCZNBS;C1(=CC=CC=C1)C1(C2CCC(C1)C2)NCCC
PBCHPy;Arylcyclohexylamines;HFWJCEDKKISQNM-UHFFFAOYSA-N;HFWJCEDKKISQNM;C1(=CC=CC=C1)C1(C2CCC(C1)C2)N2CCCC2
pBPP;Piperazine derivates;PJHPFAFEJNBIDC-UHFFFAOYSA-N;PJHPFAFEJNBIDC;BrC1=CC=C(N2CCNCC2)C=C1
PC3MP;Arylcyclohexylamines;IEOJHRAIYGJUBG-UHFFFAOYSA-N;IEOJHRAIYGJUBG;CC1CN(CCC1)C1(CCCCC1)C1=CC=CC=C1
PC44DMP;Arylcyclohexylamines;QFMHDDUCDXKDAC-UHFFFAOYSA-N;QFMHDDUCDXKDAC;CC1(CCN(CC1)C1(CCCCC1)C1=CC=CC=C1)C
PC4HOP;Arylcyclohexylamines;SLUMSLWGPLFKGY-UHFFFAOYSA-N;SLUMSLWGPLFKGY;C1(=CC=CC=C1)C1(CCCCC1)N1CCC(CC1)O
PC4MP;Arylcyclohexylamines;AJUVHIRWTCUZLT-UHFFFAOYSA-N;AJUVHIRWTCUZLT;CC1CCN(CC1)C1(CCCCC1)C1=CC=CC=C1
PCAl;Arylcyclohexylamines;BLMUJVQXHXLMDT-UHFFFAOYSA-N;BLMUJVQXHXLMDT;C1(=CC=CC=C1)C1(CCCCC1)NCC=C
PCBP;Arylcyclohexylamines;JOQRWFDEJVAQKD-UHFFFAOYSA-N;JOQRWFDEJVAQKD;C1(=CC=CC=C1)C1(CCC1)N1CCCCC1
PCBu;Arylcyclohexylamines;IWLNVGMIYJAWHV-UHFFFAOYSA-N;IWLNVGMIYJAWHV;C(CCC)NC1(CCCCC1)C1=CC=CC=C1
PCBzl;Arylcyclohexylamines;QXDFOWJXUCIHGJ-UHFFFAOYSA-N;QXDFOWJXUCIHGJ;C(C1=CC=CC=C1)NC1(CCCCC1)C1=CC=CC=C1
PCDMe;Arylcyclohexylamines;FQPQJXVSQZUUQU-UHFFFAOYSA-N;FQPQJXVSQZUUQU;CN(C1(CCCCC1)C1=CC=CC=C1)C
PCDMPy;Arylcyclohexylamines;RHRWLQCGGOXWRX-UHFFFAOYSA-N;RHRWLQCGGOXWRX;CC1(CN(CC1)C1(CCCCC1)C1=CC=CC=C1)C
PCEEA;Arylcyclohexylamines;PRQVCBDFWYTXDD-UHFFFAOYSA-N;PRQVCBDFWYTXDD;CCOCCNC1(C2=CC=CC=C2)CCCCC1
PCEM;Arylcyclohexylamines;MGDJUVKRKGOTEA-UHFFFAOYSA-N;MGDJUVKRKGOTEA;C(C)N(C1(CCCCC1)C1=CC=CC=C1)C
PCHEPy;Arylcyclohexylamines;IQGQZENBDOVXNU-UHFFFAOYSA-N;IQGQZENBDOVXNU;C1(=CC=CC=C1)C1(CCCCCC1)N1CCCC1
p-Chloroacetylfentanyl;Opioids;ZTXNOSVZJODMMX-UHFFFAOYSA-N;ZTXNOSVZJODMMX;CC(N(C1=CC=C(Cl)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O
p-Chloro-cyclobutylfentanyl;Opioids;BCYKSTXBLMALSD-UHFFFAOYSA-N;BCYKSTXBLMALSD;ClC1=CC=C(C=C1)N(C(=O)C1CCC1)C1CCN(CC1)CCC1=CC=CC=C1
p-Chloro-methoxyacetylfentanyl;Opioids;SKFHINXGRSUWIJ-UHFFFAOYSA-N;SKFHINXGRSUWIJ;COCC(=O)N(c1ccc(cc1)Cl)C1CCN(CC1)CCc1ccccc1
PCHOEA;Arylcyclohexylamines;KPRIKYIJCZVTDK-UHFFFAOYSA-N;KPRIKYIJCZVTDK;C1(=CC=CC=C1)C1(CCCCC1)NCCO
PCiP;Arylcyclohexylamines;RBKZQUFNGAMIIJ-UHFFFAOYSA-N;RBKZQUFNGAMIIJ;C1(=CC=CC=C1)C1(CCCCC1)NC(C)C
PCMe;Arylcyclohexylamines;TVXWSRNLIRYOFR-UHFFFAOYSA-N;TVXWSRNLIRYOFR;CNC1(CCCCC1)C1=CC=CC=C1
PCMEA;Arylcyclohexylamines;MSZKHYPXVOHFEV-UHFFFAOYSA-N;MSZKHYPXVOHFEV;COCCNC1(CCCCC1)C1=CC=CC=C1
PCMo;Arylcyclohexylamines;CHMXTQJRXRJHDG-UHFFFAOYSA-N;CHMXTQJRXRJHDG;C1(=CC=CC=C1)C1(CCCCC1)N1CCOCC1
PCMPA;Arylcyclohexylamines;OWOACIUDSBGLMN-UHFFFAOYSA-N;OWOACIUDSBGLMN;COCCCNC1(CCCCC1)C1=CC=CC=C1
PCP;Arylcyclohexylamines;JTJMJGYZQZDUJJ-UHFFFAOYSA-N;JTJMJGYZQZDUJJ;N1(C2(C3=CC=CC=C3)CCCCC2)CCCCC1
PCP-4''-one;Arylcyclohexylamines;WECCNDJWFKQPSD-UHFFFAOYSA-N;WECCNDJWFKQPSD;C1(=CC=CC=C1)C1(CCCCC1)N1CCC(CC1)=O
PCPe;Arylcyclohexylamines;NKOOSLJOCOVQGZ-UHFFFAOYSA-N;NKOOSLJOCOVQGZ;C(CCCC)NC1(CCCCC1)C1=CC=CC=C1
PCPEP;Arylcyclohexylamines;KNZVHCGBSJFKIX-UHFFFAOYSA-N;KNZVHCGBSJFKIX;C1(=CC=CC=C1)C1(CCCC1)N1CCCCC1
PCPEPr;Arylcyclohexylamines;BUOWDSAFPNAPPC-UHFFFAOYSA-N;BUOWDSAFPNAPPC;C1(=CC=CC=C1)C1(CCCC1)NCCC
pCPP;Piperazine derivates;UNEIHNMKASENIG-UHFFFAOYSA-N;UNEIHNMKASENIG;ClC1=CC=C(N2CCNCC2)C=C1
PCPr;Arylcyclohexylamines;KHXNTQRMMGXPQW-UHFFFAOYSA-N;KHXNTQRMMGXPQW;C1(=CC=CC=C1)C1(CCCCC1)NCCC
PCPyrrole;Arylcyclohexylamines;VNGWITCXLFXYBC-UHFFFAOYSA-N;VNGWITCXLFXYBC;C1(=CC=CC=C1)C1(CCCCC1)N1C=CC=C1
PDM-35;Unknown;YKCSYIYQRSVLAK-UHFFFAOYSA-N;YKCSYIYQRSVLAK;CC1COC(C2=CC=CC=C2)C(C)N1
PDPC;Arylcyclohexylamines;DXPHUJGYIKNEIG-UHFFFAOYSA-N;DXPHUJGYIKNEIG;CN(C1(CCC(CC1)(O)CCC1=CC=CC=C1)C1=CC=CC=C1)C
PEAP;Phenethylamines;LLTXYACYGSURSM-UHFFFAOYSA-N;LLTXYACYGSURSM;C(C)NC(CC1=CC=CC=C1)CCC
Pentazocine;Opioids;VOKSWYLNZZRQPF-UHFFFAOYSA-N;VOKSWYLNZZRQPF;CC12CCN(C(CC3=C1C=C(C=C3)O)C2C)CC=C(C)C
Pentedrone;Cathinones;WLIWIUNEJRETFX-UHFFFAOYSA-N;WLIWIUNEJRETFX;O=C(C(CCC)NC)C1=CC=CC=C1
Pentedrone metabolite (Ephedrine stereochemistry);Cathinones;KJHDJPCRJFLIHX-JHJMLUEUSA-N;KJHDJPCRJFLIHX;CN[C@H](CCC)C(O)C1=CC=CC=C1
Pentylone;Cathinones;DFMLULIEUUXXSA-UHFFFAOYSA-N;DFMLULIEUUXXSA;CCCC(NC)C(C1=CC=C(OCO2)C2=C1)=O
Pethidine;Opioids;XADCESSVHJOZHK-UHFFFAOYSA-N;XADCESSVHJOZHK;CN1CCC(CC1)(C(=O)OCC)C1=CC=CC=C1
PF-03550096;Cannabinoids;GGNIFXBIJCNXCT-CQSZACIVSA-N;GGNIFXBIJCNXCT;O=C(N1C2=CC=CC=C2N(CCC(C)(O)C)C1=O)N[C@@H](C(C)(C)C)C(N)=O
pF-4-methylaminorex;Unknown;UYKYWISHPDEDRQ-UHFFFAOYSA-N;UYKYWISHPDEDRQ;FC1=CC=C(C=C1)C1C(N=C(O1)N)C
pFBT;Unknown;YXDFSLSXLYAAPF-UHFFFAOYSA-N;YXDFSLSXLYAAPF;FC1=CC=C(C(=O)OC2CC3CCC(C2)N3C)C=C1
pF-BZP;Piperazine derivates;OOSZCNKVJAVHJI-UHFFFAOYSA-N;OOSZCNKVJAVHJI;FC1=CC=C(C=C1)CN1CCNCC1
p-fluoro methoxyacetyl fentanyl;Opioids;KDXSBALZECTNCT-UHFFFAOYSA-N;KDXSBALZECTNCT;FC1=CC=C(C=C1)N(C(COC)=O)C1CCN(CC1)CCC1=CC=CC=C1
p-Fluoro-beta-hydroxy-thiobutyrylfentanyl;Opioids;NNBGCTZCGGFDTK-UHFFFAOYSA-N;NNBGCTZCGGFDTK;FC1=CC=C(C=C1)N(C(CCC)=O)C1CCN(CC1)CC(C=1SC=CC1)O
p-Fluorococaine;Unknown;JRPRINGETIYVSV-ZQDZILKHSA-N;JRPRINGETIYVSV;O=C([C@@H]1[C@@](N2C)([H])CC[C@@]2([H])C[C@@H]1OC(C3=CC=C(F)C=C3)=O)OC
p-Fluoro-crotonylfentanyl;Opioids;AXNCZLWDQLHJBM-QHHAFSJGSA-N;AXNCZLWDQLHJBM;FC1=CC=C(C=C1)N(C(\C=C\C)=O)C1CCN(CC1)CCC1=CC=CC=C1
p-Fluorocyclopentylfentanyl;Opioids;FHNWCPRXMDUFOQ-UHFFFAOYSA-N;FHNWCPRXMDUFOQ;O=C(C1CCCC1)N(C2=CC=C(F)C=C2)C3CCN(CCC4=CC=CC=C4)CC3
p-Fluoro-furan-3-ylfentanyl;Opioids;XXKBQRKRYOZPGV-UHFFFAOYSA-N;XXKBQRKRYOZPGV;FC1=CC=C(C=C1)N(C(=O)C1=COC=C1)C1CCN(CC1)CCC1=CC=CC=C1
p-Fluoro-furanylethylfentanyl;Opioids;XWCHFKUMOSKVON-UHFFFAOYSA-N;XWCHFKUMOSKVON;FC1=CC=C(C=C1)C(C(CC)=O)C1CCN(CC1)CCC=1OC=CC1
p-Fluoro-furanylremifentanil;Indolalkylamines;VRUVACUDVYLEOF-UHFFFAOYSA-N;VRUVACUDVYLEOF;FC1=CC=C(C=C1)N(C1(CCN(CC1)CCC(=O)OC)C(=O)OC)C(=O)C=1OC=CC1
p-Fluoroisobutyrylbenzylfentanyl;Opioids;FLRWSHYOIGXTRR-UHFFFAOYSA-N;FLRWSHYOIGXTRR;CCCC(N(C1CCN(CC2=CC=CC=C2)CC1)C3=CC=C(F)C=C3)=O
p-Fluoro-remifentanil ethyl ester;Opioids;ASWVHLIRIKUHLW-UHFFFAOYSA-N;ASWVHLIRIKUHLW;C(C)OC(CCN1CCC(CC1)(C(=O)OC)N(C(CC)=O)C1=CC=C(C=C1)F)=O
p-Fluoro-tetrahydrofuranylfentanyl;Opioids;DNWBTPZLCFRPRR-UHFFFAOYSA-N;DNWBTPZLCFRPRR;FC1=CC=C(C=C1)N(C(=O)C1OCCC1)C1CCN(CC1)CCC1=CC=CC=C1
p-Fluoro-thiofentanyl;Opioids;GGVPWHDONZADFT-UHFFFAOYSA-N;GGVPWHDONZADFT;FC1=CC=C(C=C1)N(C(CC)=O)C1CCN(CC1)CCC=1SC=CC1
Pharaohfentanyl;Opioids;WXLDNZGFFHXCAW-UHFFFAOYSA-N;WXLDNZGFFHXCAW;OC(CN1CCC(CC1)(C)N(C(CC)=O)C1=CC=CC=C1)C1=CC=CC=C1
Phenacetin;Unknown;CPJSUEIXXCENMM-UHFFFAOYSA-N;CPJSUEIXXCENMM;C(C)OC1=CC=C(C=C1)NC(C)=O
Phenaridine;Opioids;ODPKHHGQKIYCTJ-UHFFFAOYSA-N;ODPKHHGQKIYCTJ;CCC(N(C1CC(C)N(CCC2=CC=CC=C2)CC1C)C3=CC=CC=C3)=O
Phenazepam;Benzodiazepines;CGMJQQJSWIRRRL-UHFFFAOYSA-N;CGMJQQJSWIRRRL;BrC=1C=CC2=C(C(=NCC(N2)=O)C2=C(C=CC=C2)Cl)C1
Phenazepam 4-oxide;Benzodiazepines;YNKDPCTZJPAZJC-UHFFFAOYSA-N;YNKDPCTZJPAZJC;O=C1N=C2C(C=C(Br)C=C2)=C(C3=CC=CC=C3Cl)N(O)C1
Phenethyl 4-ANPP;Opioids;CLASASUPPQKQGB-UHFFFAOYSA-N;CLASASUPPQKQGB;C(CC1=CC=CC=C1)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=CC=CC=C1
Phenethylamine (2-);Phenethylamines;BHHGXPLMPWCGHP-UHFFFAOYSA-N;BHHGXPLMPWCGHP;NCCC1=CC=CC=C1
Phenetrazine;Unknown;DOMAVIHZFHQQHF-UHFFFAOYSA-N;DOMAVIHZFHQQHF;CCC1NCCOC1C2=CC=CC=C2
Phenibut;Unknown;DAFOCGYVTAOKAJ-UHFFFAOYSA-N;DAFOCGYVTAOKAJ;NCC(CC(=O)O)C1=CC=CC=C1
Phenmetetrazine;Unknown;ZOMTUQAEMGCZPK-UHFFFAOYSA-N;ZOMTUQAEMGCZPK;CC1N(CC)CCOC1C2=CC=CC=C2
Phenmetrazine;Unknown;OOBHFESNSZDWIU-UHFFFAOYSA-N;OOBHFESNSZDWIU;CC1NCCOC1C2=CC=CC=C2
Phenoxyethyl-norfentanyl;Opioids;KOMXSJAJYURFRZ-UHFFFAOYSA-N;KOMXSJAJYURFRZ;O(C1=CC=CC=C1)CCN1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1
Phentermine;Phenethylamines;DHHVAGZRUROJKS-UHFFFAOYSA-N;DHHVAGZRUROJKS;CC(N)(C)CC1=CC=CC=C1
Phenyl fentanyl;Opioids;BJPDWVPQDSVQKD-UHFFFAOYSA-N;BJPDWVPQDSVQKD;O=C(N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)C4=CC=CC=C4
Phenylacetyl Fentanyl;Opioids;QIGINNCOUQLAIF-UHFFFAOYSA-N;QIGINNCOUQLAIF;C1(=CC=CC=C1)N(C(CC1=CC=CC=C1)=O)C1CCN(CC1)CCC1=CC=CC=C1
Phenylbenzyl fentanyl;Opioids;TVPYSIMEYHFHLN-UHFFFAOYSA-N;TVPYSIMEYHFHLN;O=C(N(C1CCN(CC2=CC=CC=C2)CC1)C3=CC=CC=C3)C4=CC=CC=C4
Phenylephrine;Phenethylamines;SONNWYBIRXJNDC-VIFPVBQESA-N;SONNWYBIRXJNDC;O[C@@H](CNC)C=1C=C(C=CC1)O
Phenylpiracetam;Unknown;LYONXVJRBWWGQO-UHFFFAOYSA-N;LYONXVJRBWWGQO;O=C1N(CC(C1)C1=CC=CC=C1)CC(=O)N
Phenylpropionyl fentanyl;Opioids;DIRAGWDYMRIDIO-UHFFFAOYSA-N;DIRAGWDYMRIDIO;O=C(N(C1=CC=CC=C1)C2CCN(CCC3=CC=CC=C3)CC2)CCC4=CC=CC=C4
Phenylpropylmethylamine;Unknown;AUFSOOYCQYDGES-UHFFFAOYSA-N;AUFSOOYCQYDGES;CC(CNC)C1=CC=CC=C1
Phenylpropyl-norfentanyl;Opioids;CKBFKWWOUYBCRH-UHFFFAOYSA-N;CKBFKWWOUYBCRH;C1(=CC=CC=C1)N(C(CC)=O)C1CCN(CC1)CCCC1=CC=CC=C1
p-Hydroxybutyrylfentanyl;Opioids;HMPNQEXOJZKKKE-UHFFFAOYSA-N;HMPNQEXOJZKKKE;OC1=CC=C(C=C1)N(C(CCC)=O)C1CCN(CC1)CCC1=CC=CC=C1
Pinazepam;Benzodiazepines;MFZOSKPPVCIFMT-UHFFFAOYSA-N;MFZOSKPPVCIFMT;ClC=1C=CC2=C(C(=NCC(N2CC#C)=O)C2=CC=CC=C2)C1
p-Iodofentanyl;Opioids;FFGVMMVLUWAZLS-UHFFFAOYSA-N;FFGVMMVLUWAZLS;IC1=CC=C(C=C1)N(C(CC)=O)C1CCN(CC1)CCC1=CC=CC=C1
Piperazine -1((4-chlorophenyl) phenyl methyl);Piperazine derivates;UZKBSZSTDQSMDR-UHFFFAOYSA-N;UZKBSZSTDQSMDR;ClC1=CC=C(C(N2CCNCC2)C3=CC=CC=C3)C=C1
Piperazine-o-Chlorophenyl;Piperazine derivates;PWZDJIUQHUGFRJ-UHFFFAOYSA-N;PWZDJIUQHUGFRJ;ClC1=CC=CC=C1N2CCNCC2
Piperidylthiambutene;Opioids;FQRWJLVMJCKSME-UHFFFAOYSA-N;FQRWJLVMJCKSME;CC(C=C(C=1SC=CC1)C=1SC=CC1)N1CCCCC1
PIPT;Indolalkylamines;OFXPLOPRCQJJFP-UHFFFAOYSA-N;OFXPLOPRCQJJFP;N1C=C(C2=CC=CC=C12)CCN(CCC)C(C)C
Pivaloylfentanyl;Opioids;ZSFLALBHNJDBFJ-UHFFFAOYSA-N;ZSFLALBHNJDBFJ;CC(C(=O)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=CC=CC=C1)(C)C
