Compound,DrugClass,InChIKey,InChIKeyShort,SMILES,Predicted_IE,Low_IE_boundary,High_IE_boundary
RCS-4 2-methoxy isomer,Cannabinoids,NJRFLQZVMFTRAS-UHFFFAOYSA-N,NJRFLQZVMFTRAS,O=C(C1=CC=CC=C1OC)C2=CN(CCCCC)C3=C2C=CC=C3,3.9527679550644215,3.343865228987359,3.9527679550644215
RCS-4 3-methoxy isomer,Cannabinoids,SWUSQHCKRVISGU-UHFFFAOYSA-N,SWUSQHCKRVISGU,COC=1C=C(C=CC1)C(=O)C1=CN(C2=CC=CC=C12)CCCCC,4.214894569756885,3.690879805392484,4.214894569756885
RCS-4 N-(4-oxo-pentyl)phenol metabolite (M11),Cannabinoids,PAMVOBREECCUAM-UHFFFAOYSA-N,PAMVOBREECCUAM,CC(CCCN1C=C(C(C2=CC=C(O)C=C2)=O)C3=C1C=CC=C3)=O,3.8738043086168004,3.355740715247154,3.8738043086168004
RCS-4 N-(5-hydroxypentyl)phenol,Cannabinoids,JXSIBZRVKUYYOZ-UHFFFAOYSA-N,JXSIBZRVKUYYOZ,OC(CCCN1C=C(C2=CC=CC=C12)C(=O)C1=CC=C(C=C1)O)C,3.8738043086168004,3.355740715247154,3.8738043086168004
RCS-4 N-pentanoic acid,Cannabinoids,CJXFWFGLGOBGBR-UHFFFAOYSA-N,CJXFWFGLGOBGBR,O=C(O)CCCCN1C=C(C(C2=CC=C(OC)C=C2)=O)C3=C1C=CC=C3,3.8507229426124967,3.3474969608189107,4.094532568819233
RCS-4 ortho pentanoic acid metabolite,Cannabinoids,YZPRKPNKWOCMST-UHFFFAOYSA-N,YZPRKPNKWOCMST,O=C(O)CCCCN1C=C(C(C2=CC=CC=C2OC)=O)C3=C1C=CC=C3,3.6446610023169006,3.173303759480866,3.951192441803256
RCS4-C4-Analog,Cannabinoids,INTUAOVLJFCJIP-UHFFFAOYSA-N,INTUAOVLJFCJIP,O=C(C1=CC=C(OC)C=C1)C2=CN(CCCC)C3=C2C=CC=C3,3.9567532120270927,3.3975471439557667,3.9567532120270927
RCS-8,Cannabinoids,BSQFBMXCQIKYNI-UHFFFAOYSA-N,BSQFBMXCQIKYNI,COC1=CC=CC=C1CC(C2=CN(CCC3CCCCC3)C4=C2C=CC=C4)=O,4.123503617866541,3.5089068479213275,4.123503617866541
Reclazepam,Benzodiazepines,MQGIGGJUPITZSE-UHFFFAOYSA-N,MQGIGGJUPITZSE,ClC=1C=CC2=C(C(=NCCN2C=2OCC(N2)=O)C2=C(C=CC=C2)Cl)C1,3.3718391610531246,2.8304993546577384,3.717169193024889
Remifentanil,Opioids,ZTVQQQVZCWLTDF-UHFFFAOYSA-N,ZTVQQQVZCWLTDF,COC(=O)C1(CCN(CC1)CCC(=O)OC)N(C1=CC=CC=C1)C(CC)=O,3.3733315768104237,2.5009383051832237,3.553663560633166
Remifentanil bis ethyl ester,Opioids,DVSOIPUGVXQYKQ-UHFFFAOYSA-N,DVSOIPUGVXQYKQ,C(C)OC(CCN1CCC(CC1)(C(=O)OCC)N(C(CC)=O)C1=CC=CC=C1)=O,3.4298729965100807,2.611263766588081,3.6088265009036795
Remifentanyl Acid,Opioids,GFJKFSFFMHOISI-UHFFFAOYSA-N,GFJKFSFFMHOISI,O=C(O)CCN1CCC(N(C(CC)=O)C2=CC=CC=C2)(C(OC)=O)CC1,3.503551468646353,2.6247354457491734,3.6113868135411136
Remimazolam,Benzodiazepines,CYHWMBVXXDIZNZ-KRWDZBQOSA-N,CYHWMBVXXDIZNZ,BrC=1C=CC2=C(C(=N[C@H](C=3N2C(=CN3)C)CCC(=O)OC)C3=NC=CC=C3)C1,4.07289156885728,3.4177432524059674,4.139428746822056
RH-34,Unknown,NUAJBITWGGTZCM-UHFFFAOYSA-N,NUAJBITWGGTZCM,O=C(N1CCNCC2=CC=CC=C2OC)NC3=C(C=CC=C3)C1=O,3.803075210098276,3.0242533505697167,3.803075210098276
Ricinine,Plants & extracts,PETSAYFQSGAEQY-UHFFFAOYSA-N,PETSAYFQSGAEQY,N#CC1=C(OC)C=CN(C)C1=O,3.008660495426595,2.394835434493721,3.008660495426595
Rilmazolam,Benzodiazepines,YMJXPUGNWIWFJI-UHFFFAOYSA-N,YMJXPUGNWIWFJI,ClC=1C=CC2=C(C(=NCC=3N2N=C(N3)C(=O)N(C)C)C3=C(C=CC=C3)Cl)C1,3.1309150521933287,2.779561232388192,3.2658568111756114
Rimonabant,Cannabinoids,JZCPYUJPEARBJL-UHFFFAOYSA-N,JZCPYUJPEARBJL,O=C(C1=NN(C2=CC=C(Cl)C=C2Cl)C(C3=CC=C(Cl)C=C3)=C1C)NN4CCCCC4,3.1708104930520253,2.7514554315934374,3.450645896192434
Ripazepam,Benzodiazepines,YFHYNLHGFKXAIQ-UHFFFAOYSA-N,YFHYNLHGFKXAIQ,C(C)N1N=C(C=2NC(CN=C(C21)C2=CC=CC=C2)=O)C,3.483425358201294,2.9575244952881197,3.5326464324987326
Ritalinic acid,Unknown,INGSNVSERUZOAK-UHFFFAOYSA-N,INGSNVSERUZOAK,C1(=CC=CC=C1)C(C(=O)O)C1NCCCC1,3.0679946768147066,2.5131125585004312,3.0679946768147066
Ro 07-4065,Benzodiazepines,DUNFPASORLTEGN-UHFFFAOYSA-N,DUNFPASORLTEGN,O=C1N(C)C2=CC=C(Cl)C=C2C(C3=C(F)C=CC=C3F)=NC1,2.8842363578189194,2.4706579379263682,3.1073932579798886
Ro-07-3953,Benzodiazepines,WENMWXYJTWETRE-UHFFFAOYSA-N,WENMWXYJTWETRE,ClC=1C=CC2=C(C(=NCC(N2)=O)C2=C(C=CC=C2F)F)C1,2.977692215101263,2.5402008055749463,3.033844671321961
Ro5-4864,Benzodiazepines,PUMYFTJOWAJIKF-UHFFFAOYSA-N,PUMYFTJOWAJIKF,O=C1N(C)C2=CC=C(Cl)C=C2C(C3=CC=C(Cl)C=C3)=NC1,2.8350744442707927,2.483904870830319,3.3702336219853137
Rolicyclidine,Arylcyclohexylamines,FYOWWXMGDATDQY-UHFFFAOYSA-N,FYOWWXMGDATDQY,C1(=CC=CC=C1)C1(CCCCC1)N1CCCC1,4.011072931745049,3.500662212009435,4.011072931745049
RTI-111,Unknown,AMIHUYQKNJHXPT-UHFFFAOYSA-N,AMIHUYQKNJHXPT,O=C(C1C(N2C)CCC2CC1C3=CC=C(Cl)C(Cl)=C3)OC,2.5471419589595863,2.1524284289314353,3.3593478911928902
RTI-240,Unknown,VQDKEBQQMKJKGR-MYBQVCMBSA-N,VQDKEBQQMKJKGR,ClC1=CC=C(C=C1)[C@@H]1[C@@H](C2CCC(C1)N2C)C(C)C,4.149486872227108,3.6154820523155387,4.149486872227108
RTI-31,Unknown,ZEOHVQFWFVMPGM-YJNKXOJESA-N,ZEOHVQFWFVMPGM,ClC1=CC=C(C=C1)[C@@H]1[C@@H]([C@H]2CC[C@@H](C1)N2C)C(=O)OC,3.319117275360493,2.8100837927878453,3.584576373901885
Ru-28306,Indolalkylamines,BQOANWOQEHVATQ-UHFFFAOYSA-N,BQOANWOQEHVATQ,CN(C)C(C1)CC2=CC=CC3=C2C1=CN3,3.4021091628714872,3.1893176522760123,4.000969414401338
Salvinorin A,Plants & extracts,OBSYBRPAKCASQB-AGQYDFLVSA-N,OBSYBRPAKCASQB,O=C([C@@H]1C[C@H](OC(C)=O)C([C@]([C@@]1(C)CC[C@]23[H])([H])[C@@]2(C)C[C@@H](C4=COC=C4)OC3=O)=O)OC,2.5311907583959075,2.0585543656189413,3.3595018632052556
Salvinorin B,Plants & extracts,BLTMVAIOAAGYAR-CEFSSPBYSA-N,BLTMVAIOAAGYAR,O=C([C@@H]1C[C@H](O)C([C@]([C@@]1(C)CC[C@]23[H])([H])[C@@]2(C)C[C@@H](C4=COC=C4)OC3=O)=O)OC,2.3328832811809526,1.8105151162809854,3.023165275749038
Scopolamine,Unknown,STECJAGHUSJQJN-FWXGHANASA-N,STECJAGHUSJQJN,[H][C@](CO)(C(=O)O[C@]1([H])C[C@@]2([H])N(C)[C@@]([H])(C1)[C@]1([H])O[C@]21[H])C1=CC=CC=C1,3.623034812305761,2.619439015991313,4.044291817722741
SDB-005,Cannabinoids,JBVNFKZVDLFOAY-UHFFFAOYSA-N,JBVNFKZVDLFOAY,O=C(C1=NN(CCCCC)C2=C1C=CC=C2)OC3=C4C=CC=CC4=CC=C3,3.5194612605030007,2.8334289044638545,3.530726782824912
SDB-006,Cannabinoids,OLACYTSBFXCDOH-UHFFFAOYSA-N,OLACYTSBFXCDOH,O=C(C1=CN(CCCCC)C2=C1C=CC=C2)NCC3=CC=CC=C3,4.207981390363203,3.624006227606019,4.207981390363203
SDB-006-N-Phenyl,Cannabinoids,SPUQBSMPSCYQLS-UHFFFAOYSA-N,SPUQBSMPSCYQLS,O=C(C1=CN(CCCCC)C2=C1C=CC=C2)NC3=CC=CC=C3,4.160768068467834,3.5689249468150823,4.160768068467834
Senecioyl Fentanyl,Opioids,PJBSYEBTXWQUEB-UHFFFAOYSA-N,PJBSYEBTXWQUEB,CC(=CC(=O)N(C1=CC=CC=C1)C1CCN(CC1)CCC1=CC=CC=C1)C,4.181043108547457,3.5675494553289044,4.181043108547457
SER-601,Cannabinoids,KUMKLUDNETVLDS-UHFFFAOYSA-N,KUMKLUDNETVLDS,O=C(C1=CN(CCCCC)C2=C(C=C(C(C)C)C=C2)C1=O)NC34CC5CC(C4)CC(C5)C3,3.881134991672022,3.2150598428149366,3.881134991672022
Sertraline,Unknown,VGKDLMBJGBXTGI-SJCJKPOMSA-N,VGKDLMBJGBXTGI,ClC1=CC=C([C@H]2C3=C([C@H](CC2)NC)C=CC=C3)C=C1Cl,4.004757357305712,3.2805043439534103,4.004757357305712
SGT-13,Cannabinoids,JOSWCKYCXJMLNM-UHFFFAOYSA-N,JOSWCKYCXJMLNM,O=C(OC1=C2N=CC=CC2=CC=C1)C3=CC=C(C)C(S(=O)(N4CCC(F)(F)CC4)=O)=C3,3.2894258769493643,2.7718849231693476,3.3708588977652605
SGT-235,Cannabinoids,UGIXAWXZCCAHAG-UHFFFAOYSA-N,UGIXAWXZCCAHAG,O=C(C1=NN(CCN2CCC(F)(F)CC2)C3=C1C=CC=C3)NC(C)(C4=CC=CC=C4)C,3.4406865279427405,2.741604920846683,3.4406865279427405
Sibutramine,Unknown,UNAANXDKBXWMLN-UHFFFAOYSA-N,UNAANXDKBXWMLN,CC(C)CC(C1(C2=CC=C(Cl)C=C2)CCC1)N(C)C,4.525156582348604,3.5417482036397754,4.525156582348604
sibutramine-Nor,Unknown,PLXKZKLXYHLWHR-UHFFFAOYSA-N,PLXKZKLXYHLWHR,CC(C)CC(C1(C2=CC=C(Cl)C=C2)CCC1)NC,4.527962822747973,3.480503069441346,4.527962822747973
SL-164,Unknown,KUIHLOHNUGOCTO-UHFFFAOYSA-N,KUIHLOHNUGOCTO,ClC1=C2C(N(C(=NC2=CC=C1)C)C1=C(C=C(C=C1)Cl)C)=O,3.218584153437845,2.8090984598919126,3.5679690827157238
"SL-651,498",Unknown,QQWHWWDIFGNCLV-UHFFFAOYSA-N,QQWHWWDIFGNCLV,FC=1C=C2C3=C(N(C2=CC1)C)C(N(C=C3C(=O)N3CCCC3)C3=CC=CC=C3)=O,3.3418288321259393,2.4084368621466776,3.6479318757908605
Strychnine,Unknown,QMGVPVSNSZLJIA-FVWCLLPLSA-N,QMGVPVSNSZLJIA,[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=CC=CC=C7[C@]1(CCN2C4)[C@]6([H])[C@@]35[H],3.9403428276184878,3.0963972074124753,3.9403428276184878
STS-135,Cannabinoids,COYHGVCHRRXECF-UHFFFAOYSA-N,COYHGVCHRRXECF,O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)NC34CC5CC(C4)CC(C5)C3,4.212708066805107,3.4665827225765793,4.212708066805107
STS-135 (4-OH-Pentyl),Cannabinoids,AFQPBHCRNZNXNV-UHFFFAOYSA-N,AFQPBHCRNZNXNV,C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=CN(C3=CC=CC=C23)CCCC(CF)O,4.075791615002331,3.395040252447765,4.075791615002331
Sufentanil,Opioids,GGCSSNBKKAUURC-UHFFFAOYSA-N,GGCSSNBKKAUURC,CCC(N(C1(COC)CCN(CCC2=CC=CS2)CC1)C3=CC=CC=C3)=O,3.8350817164924074,3.032310151737913,3.97789531079189
Sulazepam,Benzodiazepines,MWGWTOPCKLQYEU-UHFFFAOYSA-N,MWGWTOPCKLQYEU,ClC=1C=CC2=C(C(=NCC(N2C)=S)C2=CC=CC=C2)C1,4.101546240432884,3.7931561679668726,4.3149264872514275
Sultiame,Unknown,HMHVCUVYZFYAJI-UHFFFAOYSA-N,HMHVCUVYZFYAJI,O=S(C1=CC=C(N(CCCC2)S2(=O)=O)C=C1)(N)=O,2.425274712200202,1.7793124145621977,2.425274712200202
Sunifiram,Piperazine derivates,DGOWDUFJCINDGI-UHFFFAOYSA-N,DGOWDUFJCINDGI,CCC(N1CCN(C(C2=CC=CC=C2)=O)CC1)=O,3.3427218694194707,2.829524532016929,3.3853051938591614
T3CP,Arylcyclohexylamines,KPLQNTBYWWPEBN-UHFFFAOYSA-N,KPLQNTBYWWPEBN,S1C=C(C=C1)C1(CCCCC1)N1CCCCC1,3.879734946615306,3.3747016158922825,3.879734946615306
Tadalafil,Unknown,WOXKDUGGOYFFRN-IIBYNOLFSA-N,WOXKDUGGOYFFRN,O=C1N(CC(N2[C@@H]1CC3=C([C@H]2C4=CC5=C(OCO5)C=C4)NC6=C3C=CC=C6)=O)C,3.6260214115477085,2.732373678547895,3.908708515955988
Tapentadol,Opioids,KWTWDQCKEHXFFR-SMDDNHRTSA-N,KWTWDQCKEHXFFR,CN(C[C@@H]([C@@H](CC)C=1C=C(C=CC1)O)C)C,3.498825223771728,2.9784681788703042,3.498825223771728
TBCHA,Arylcyclohexylamines,DXJQMSNKWMMBKJ-UHFFFAOYSA-N,DXJQMSNKWMMBKJ,S1C(=CC=C1)C1(C2CCC(C1)C2)N,3.633152723884861,2.771546796423163,3.633152723884861
TBCHP,Arylcyclohexylamines,ZKXDTUOADVMKBC-UHFFFAOYSA-N,ZKXDTUOADVMKBC,S1C(=CC=C1)C1(C2CCC(C1)C2)N2CCCCC2,3.652394657780418,3.3068911253209117,3.652394657780418
TBCHPy,Arylcyclohexylamines,OUZKOEGOJZHOPS-UHFFFAOYSA-N,OUZKOEGOJZHOPS,S1C(=CC=C1)C1(C2CCC(C1)C2)N2CCCC2,3.9314044129818644,3.4296177722499803,3.9314044129818644
tBuONE,Cathinones,BFOZYEAQPUMNIY-UHFFFAOYSA-N,BFOZYEAQPUMNIY,CC(NC(C)(C)C)C(C1=CC=C(OCO2)C2=C1)=O,2.9866605625954135,2.5236485100294153,3.574691279458779
TCE,Arylcyclohexylamines,JRYPDBYJPXTVIV-UHFFFAOYSA-N,JRYPDBYJPXTVIV,C(C)NC1(CCCCC1)C=1SC=CC1,3.891357276695084,3.2045051043871364,3.891357276695084
TCM,Arylcyclohexylamines,ONFXZSPICVDPJN-UHFFFAOYSA-N,ONFXZSPICVDPJN,CNC1(CCCCC1)C=1SC=CC1,3.9108132166875684,3.072919412461005,3.9108132166875684
TCPr,Arylcyclohexylamines,BPADPVYTENAFQL-UHFFFAOYSA-N,BPADPVYTENAFQL,C(CC)NC1(CCCCC1)C=1SC=CC1,4.01588065230354,3.283111174979899,4.01588065230354
TCPy,Arylcyclohexylamines,XLQOCWQLDNWQDM-UHFFFAOYSA-N,XLQOCWQLDNWQDM,S1C(=CC=C1)C1(CCCCC1)N1CCCC1,3.8816088140912255,3.380227690668923,3.8816088140912255
TDIQ,Arylalkylamines,JHLDJOBIUVJSTG-UHFFFAOYSA-N,JHLDJOBIUVJSTG,C12=CC3=C(OCO3)C=C1CNCC2,3.191656017527869,2.6957929067875464,3.191656017527869
Temazepam,Benzodiazepines,SEQDDYPDSLOBDC-UHFFFAOYSA-N,SEQDDYPDSLOBDC,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,2.848006820796406,2.37970423268769,3.503866486425704
Tenocyclidine,Arylcyclohexylamines,JUZZEWSCNBCFRL-UHFFFAOYSA-N,JUZZEWSCNBCFRL,S1C(=CC=C1)C1(CCCCC1)N1CCCCC1,3.879734946615306,3.3747016158922825,3.879734946615306
Tetrahydrofuranylfentanyl,Opioids,OHJNHKUFSKAANI-UHFFFAOYSA-N,OHJNHKUFSKAANI,O=C(C1OCCC1)N(C2=CC=CC=C2)C3CCN(CCC4=CC=CC=C4)CC3,4.152141476816404,3.3308726212312907,4.152141476816404
Tetrahydrothiophene Fentanyl,Opioids,RABQLHAVXBEJOF-UHFFFAOYSA-N,RABQLHAVXBEJOF,O=C(C1CCCS1)N(C2CCN(CCC3=CC=CC=C3)CC2)C4=CC=CC=C4,4.138619692072389,3.532046611477299,4.138619692072389
Tetramethylcyclopropyl Fentanyl,Opioids,BYCDHAVFKDTVAM-UHFFFAOYSA-N,BYCDHAVFKDTVAM,O=C(C1C(C)(C)C1(C)C)N(C2CCN(CCC3=CC=CC=C3)CC2)C4=CC=CC=C4,4.536852744576128,3.9189796203346017,4.536852744576128
Tetrazepam,Benzodiazepines,IQWYAQCHYZHJOS-UHFFFAOYSA-N,IQWYAQCHYZHJOS,ClC=1C=CC2=C(C(=NCC(N2C)=O)C2=CCCCC2)C1,3.3716253780156737,2.9930811526471413,3.5927951125815234
TFMPP,Piperazine derivates,KKIMDKMETPPURN-UHFFFAOYSA-N,KKIMDKMETPPURN,FC(C=1C=C(C=CC1)N1CCNCC1)(F)F,2.5568283178560947,2.5568283178560947,3.139157796719466
THC-COOH,Cannabinoids,YOVRGSHRZRJTLZ-HZPDHXFCSA-N,YOVRGSHRZRJTLZ,OC1=CC(=CC=2OC([C@H]3[C@H](C21)C=C(CC3)C(=O)O)(C)C)CCCCC,2.7456951695326595,2.0219061881222187,3.277875590796238
Thebaine,Unknown,FQXXSQDCDRQNQE-VMDGZTHMSA-N,FQXXSQDCDRQNQE,COC1=CC=C2[C@@H](C3)N(C)CC[C@@]24C5=C3C=CC(OC)=C5O[C@@H]14,3.6686104754614233,2.8226198974690493,3.70078615448299
Thiafentanil,Opioids,HFRKHTCPWUOGHM-UHFFFAOYSA-N,HFRKHTCPWUOGHM,COCC(=O)N(C1(CCN(CC1)CCC=1SC=CC1)C(=O)OC)C1=CC=CC=C1,3.841596814891881,3.0007740871045336,3.9296174901789795
Thienoamphetamine,Phenethylamines,NYVQQTOGYLBBDQ-UHFFFAOYSA-N,NYVQQTOGYLBBDQ,CC(N)CC1=CC=CS1,3.3752350723020568,1.8159144793258029,3.3752350723020568
Thienyl Fentanyl,Opioids,JSOSWRYHPGIWGT-UHFFFAOYSA-N,JSOSWRYHPGIWGT,CCC(N(C1=CC=CC=C1)C2CCN(CC3=CC=CS3)CC2)=O,4.370046962497138,3.7959514994495933,4.370789048764293
Thiofentanyl,Opioids,YMRFZDHYDKZXPA-UHFFFAOYSA-N,YMRFZDHYDKZXPA,CCC(N(C1=CC=CC=C1)C2CCN(CCC3=CC=CS3)CC2)=O,4.250372423488383,3.662438646365661,4.268054812020307
Thionordazepam,Benzodiazepines,ULILTJWAJZIROM-UHFFFAOYSA-N,ULILTJWAJZIROM,S=C1NC2=CC=C(Cl)C=C2C(C3=CC=CC=C3)=NC1,4.181487751967833,3.7417491982177076,4.181487751967833
Thiopene fentanyl,Opioids,CCHPKGYUIHSQIE-UHFFFAOYSA-N,CCHPKGYUIHSQIE,O=C(C1=CC=CS1)N(C2CCN(CCC3=CC=CC=C3)CC2)C4=CC=CC=C4,4.412535028856639,3.7672209847543803,4.412535028856639
Thiothinon,Cathinones,DOZQPYDMJMLVKX-UHFFFAOYSA-N,DOZQPYDMJMLVKX,CC(NC)C(C1=CC=CS1)=O,3.150387651246199,1.796838741812826,3.150387651246199
THJ,Cannabinoids,YAYIQXMTUCPLHG-UHFFFAOYSA-N,YAYIQXMTUCPLHG,O=C(C1=NN(CCCCC)C2=C1C=CC=C2)NC3=C4N=CC=CC4=CC=C3,3.987561025882716,3.2787993506189697,3.987561025882716
THJ-018,Cannabinoids,VAKGBPSFDNTMDJ-UHFFFAOYSA-N,VAKGBPSFDNTMDJ,O=C(C1=C2C=CC=CC2=CC=C1)C3=NN(CCCCC)C4=C3C=CC=C4,4.112021744866686,3.4297027436990284,4.112021744866686
THJ-2201,Cannabinoids,DULWRYKFTVFPTL-UHFFFAOYSA-N,DULWRYKFTVFPTL,O=C(C1=NN(CCCCCF)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3,3.9272591693260934,3.317956293359412,3.9272591693260934
THJ-2201 (N-Pentanoic acid),Cannabinoids,XAOOYUZHRQLPHJ-UHFFFAOYSA-N,XAOOYUZHRQLPHJ,O=C(O)CCCCN1N=C(C(C2=C3C=CC=CC3=CC=C2)=O)C4=C1C=CC=C4,3.630384474796213,3.201473895530693,3.630384474796213
THJ2201 N-(5-hydroxypentyl) metabolite,Cannabinoids,YBDCPWAZXZXQGE-UHFFFAOYSA-N,YBDCPWAZXZXQGE,O=C(C1=NN(CCCCCO)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3,3.884101426132626,3.3229218742911977,3.884101426132626
TH-PBP,Cathinones,DNKYSKGKPOHTKY-UHFFFAOYSA-N,DNKYSKGKPOHTKY,CCC(N1CCCC1)C(C2=CC=C3CCCCC3=C2)=O,4.053619820336243,3.394039563748783,4.224793092588234
TH-PHP,Cathinones,OTVRHYOKZXMYCX-UHFFFAOYSA-N,OTVRHYOKZXMYCX,CCCCC(N1CCCC1)C(C2=CC=C3CCCCC3=C2)=O,4.214502771381902,3.5036027260601825,4.356894969233388
TH-PVP,Cathinones,MMIKQWIZKBYLKZ-UHFFFAOYSA-N,MMIKQWIZKBYLKZ,CCCC(N1CCCC1)C(C2=CC=C3CCCCC3=C2)=O,4.141070787041693,3.4655683899264584,4.326581184809914
THQ-PINACA,Cannabinoids,BHNGHAHGIHEHPX-UHFFFAOYSA-N,BHNGHAHGIHEHPX,N1(CCCC2=CC=CC=C12)C(=O)C1=NN(C2=CC=CC=C12)CCCCC,3.976090214315171,3.282308865476631,4.043666756608851
Tianeptine,Opioids,JICJBGPOMZQUBB-UHFFFAOYSA-N,JICJBGPOMZQUBB,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,3.8434344664559648,3.193487793549924,3.8434344664559648
Tianeptine-M MC5,Opioids,YYUMTPUPRWXCTH-UHFFFAOYSA-L,YYUMTPUPRWXCTH,CN1C2=CC=CC=C2C(C3=C(S1([O-])[O-])C=C(C=C3)Cl)NCCCCC(=O)O,3.527209900474354,2.8603412958726735,3.8358793414816086
Tiletamine,Arylalkylamines,QAXBVGVYDCAVLV-UHFFFAOYSA-N,QAXBVGVYDCAVLV,O=C1C(C2=CC=CS2)(NCC)CCCC1,3.503248042892994,3.071156177007859,3.543195485862298
Tilidine,Opioids,WDEFBBTXULIOBB-WBVHZDCISA-N,WDEFBBTXULIOBB,O=C([C@@]1(C2=CC=CC=C2)[C@H](N(C)C)C=CCC1)OCC,3.255959642322736,2.7197071671220954,3.435523540597199
TMA,Phenethylamines,WGTASENVNYJZBK-UHFFFAOYSA-N,WGTASENVNYJZBK,CC(N)CC1=CC(OC)=C(OC)C(OC)=C1,2.952331407619571,2.256869027137865,2.952331407619571
TMA-2,Phenethylamines,TVSIMAWGATVNGK-UHFFFAOYSA-N,TVSIMAWGATVNGK,CC(N)CC1=CC(OC)=C(OC)C=C1OC,2.934342621806571,2.0281515961403174,2.934342621806571
TMA-6,Phenethylamines,DDGNOUVDFKXADP-UHFFFAOYSA-N,DDGNOUVDFKXADP,CC(N)CC1=C(OC)C=C(OC)C=C1OC,2.942366756096838,2.298479252145218,2.9649722152730136
Tofisopam,Benzodiazepines,RUJBDQSFYCKFAA-UHFFFAOYSA-N,RUJBDQSFYCKFAA,CC1=NN=C(C2=CC=C(OC)C(OC)=C2)C3=CC(OC)=C(OC)C=C3C1CC,3.6852306382123126,3.130256920356786,3.9730460407416563
Tolufazepam,Benzodiazepines,FFZOBTGTWSRRMB-UHFFFAOYSA-N,FFZOBTGTWSRRMB,ClC=1C=CC2=C(C(=NCC(N2CCS(=O)(=O)C2=CC=C(C=C2)C)=O)C2=C(C=CC=C2)Cl)C1,2.667716668948449,2.1955425957585257,3.144651872496826
Tramadol,Opioids,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,TVYLLZQTGLZFBW,O[C@@]1(C2=CC=CC(OC)=C2)[C@@H](CN(C)C)CCCC1,3.2940698705042615,2.6557497066388973,3.3231746410130105
trans-Cinnamoylcocaine,Plants & extracts,MQIXMJWNEKUAOZ-UYCDZTDFSA-N,MQIXMJWNEKUAOZ,CN1[C@H]2[C@H]([C@H](C[C@@H]1CC2)OC(\C=C\C2=CC=CC=C2)=O)C(=O)OC,3.719585776964402,2.8542730374101843,3.9469982760077995
Tranylcypromine,Unknown,AELCINSCMGFISI-DTWKUNHWSA-N,AELCINSCMGFISI,[H][C@@]1(N)C[C@@]1([H])C1=CC=CC=C1,3.5932519396760116,2.032479635958799,3.600867145591768
Triazolam,Benzodiazepines,JOFWLTCLBGQGBO-UHFFFAOYSA-N,JOFWLTCLBGQGBO,ClC=1C=C2C(=NCC3=NN=C(N3C2=CC1)C)C1=C(C=CC=C1)Cl,3.730822946841889,3.2834214372460155,3.9555348287517242
Triflubazam,Benzodiazepines,DMNPCIKBNDKNTO-UHFFFAOYSA-N,DMNPCIKBNDKNTO,CN1C(CC(N(C2=C1C=CC(=C2)C(F)(F)F)C2=CC=CC=C2)=O)=O,2.5079703793789743,1.9007897886101934,2.756977994393224
Triflunordazepam,Benzodiazepines,UUBMOUNXQFMBQF-UHFFFAOYSA-N,UUBMOUNXQFMBQF,C1(=CC=CC=C1)C1=NCC(NC2=C1C=C(C=C2)C(F)(F)F)=O,2.9305135952045274,2.3891822541084267,2.9848063349083227
Trifluoromethyldeschloroketamine,Arylcyclohexylamines,LETHPPJNGNSLDJ-UHFFFAOYSA-N,LETHPPJNGNSLDJ,CNC1(C(CCCC1)=O)C1=C(C=CC=C1)C(F)(F)F,2.9067855695389166,2.574755446581635,3.2050311074560573
Troparil,Unknown,OMBOXYLBBHNWHL-UHFFFAOYSA-N,OMBOXYLBBHNWHL,O=C(C1C(C2=CC=CC=C2)CC3CCC1N3C)OC,3.3549256949556554,2.7451602423640136,3.516431288891507
Tropicamide,Unknown,BGDKAVGWHJFAGW-UHFFFAOYSA-N,BGDKAVGWHJFAGW,O=C(N(CC)CC1=CC=NC=C1)C(C2=CC=CC=C2)CO,3.4733722402146174,2.9151754952070497,3.7158970930064554
Tuclazepam,Benzodiazepines,OOESZOOEEZGPST-UHFFFAOYSA-N,OOESZOOEEZGPST,ClC=1C=CC2=C(C(=NCC(N2C)CO)C2=C(C=CC=C2)Cl)C1,3.334932713556322,2.886259905931104,3.663828878135453
U10,Opioids,FCIUKEOXCOOCDX-RTBURBONSA-N,FCIUKEOXCOOCDX,CN([C@H]1[C@@H](CCCC1)N(C(=O)C1=CC=CC2=CC=CC=C12)C)C,4.074082191092044,3.317379869021898,4.074082191092044
U-47109,Opioids,PAAVHVCJPYRNLY-ZIAGYGMSSA-N,PAAVHVCJPYRNLY,ClC=1C=C(C(=O)N[C@H]2[C@@H](CCCC2)N(C)C)C=CC1Cl,3.2843625971735424,2.843316690764147,3.39379064868219
