Ionization Mode;name;pH_aq;CAS Registry Number;DTXSID;MS-Ready DTXCID;Number of Mixtures;Mixture;Retention Time;Concentration Level;Concentration (mM);Observed Intensity;Normalization Factor;Normalized Intensity;log-log Calibration Curve Intercept;log-log Calibration Curve Slope;Calibration Curve Concentration Estimate (mM);Upper-Bound Calibration Curve Concentration Estimate (mM);Lower-Bound Calibration Curve Concentration Estimate (mM);True Concentration Within CC-Based Concentration Bounds?;Error Quotient: Upper-Bound Calibration Curve Concentration Estimate / True Concentration;Response Factor;Upper-Bound RF-Based Concentration Estimate (mM);Lower-Bound RF-Based Concentration Estimate (mM);True Concentration Within RF-Based Concentration Bounds?;Error Quotient: Upper-Bound RF-Based Concentration Estimate / True Concentration;logIE;instrument;source;solvent;doi;Box-Cox Transformed Response Factor (l = -0.106);Linear Mixed-Effects Model Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Upper-Bound Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Lower-Bound Transformed Response Factor Estimate;IE-Based RF Imputed with Minimum RF / √2;Upper-Bound IE-Based Concentration Estimate (mM);Lower-Bound IE-Based Concentration Estimate (mM);True Concentration Within IE-Based Concentration Bounds?;Error Quotient: Upper-Bound IE-Based Concentration Estimate / True Concentration;Prediction Quotient: Upper-Bound RF-Based Concentration Estimate / Upper Bound IE-Based Concentration Estimate
Esi-;MK-578;6;313994-79-5;DTXSID0047327;DTXCID80210221;1;504;8.07;High;0.441;2.64E+05;1.602;4.23E+05;5.91;0.786;0.441;NA;NA;;NA;9.58E+05;1.525;0.009;YES;3.459;1.296;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.243;7.45;7.968;6.932;NO;1.544;0.01;YES;3.501;0.988
Esi-;4-Phenoxyphenol;6;831-82-3;DTXSID2022127;DTXCID802127;1;501;6.94;Mid;0.0976;2.92E+04;0.498;1.45E+04;5.53;1.352;0.098;NA;NA;;NA;1.49E+05;0.052;0;NO;0.538;0.847;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;6.765;7.402;7.919;6.884;NO;0.063;0;NO;0.65;0.826
Esi-;4-Phenoxyphenol;6;831-82-3;DTXSID2022127;DTXCID802127;1;501;6.94;High;0.392;1.73E+05;0.551;9.53E+04;5.53;1.352;0.392;NA;NA;;NA;2.43E+05;0.344;0.002;NO;0.877;0.847;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;6.9;7.402;7.919;6.884;NO;0.416;0.003;YES;1.062;0.826
Esi-;Undecanedioic acid;6;1852-04-6;DTXSID0044862;DTXCID8024862;1;506;0.81;Low;0.024;4.87E+04;1.652;8.05E+04;6.28;0.844;0.024;NA;NA;;NA;3.35E+06;0.291;0.002;YES;12.106;0.374;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.515;7.351;7.868;6.833;NO;0.423;0.004;YES;17.615;0.687
Esi-;Undecanedioic acid;6;1852-04-6;DTXSID0044862;DTXCID8024862;1;506;0.81;Mid;0.122;2.13E+05;1.517;3.23E+05;6.28;0.844;0.124;NA;NA;;NA;2.65E+06;1.166;0.007;YES;9.557;0.374;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.467;7.351;7.868;6.833;NO;1.697;0.014;YES;13.907;0.687
Esi-;Undecanedioic acid;6;1852-04-6;DTXSID0044862;DTXCID8024862;1;506;0.81;High;0.49;6.80E+05;1.508;1.03E+06;6.28;0.844;0.486;NA;NA;;NA;2.09E+06;3.704;0.023;YES;7.558;0.374;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.417;7.351;7.868;6.833;NO;5.389;0.045;YES;10.998;0.687
Esi-;Zenarestat;6;112733-06-9;DTXSID0047296;DTXCID8027296;1;505;6.89;Low;0.012;3.97E+04;0.609;2.42E+04;6.26;0.964;0.011;NA;NA;;NA;2.02E+06;0.087;0.001;YES;7.277;1.692;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.409;7.492;8.011;6.974;NO;0.075;0;YES;6.274;1.16
Esi-;Zenarestat;6;112733-06-9;DTXSID0047296;DTXCID8027296;1;505;6.89;Mid;0.061;2.32E+05;0.621;1.44E+05;6.26;0.964;0.071;NA;NA;;NA;2.36E+06;0.519;0.003;YES;8.508;1.692;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.442;7.492;8.011;6.974;NO;0.447;0.003;YES;7.336;1.16
Esi-;Zenarestat;6;112733-06-9;DTXSID0047296;DTXCID8027296;1;505;6.89;High;0.245;6.89E+05;0.636;4.38E+05;6.26;0.964;0.226;NA;NA;;NA;1.79E+06;1.582;0.01;YES;6.456;1.692;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.383;7.492;8.011;6.974;NO;1.364;0.008;YES;5.566;1.16
Esi-;SB243213A;6;200940-23-4;DTXSID5047322;DTXCID8027323;1;506;9.88;Low;0.0216;5.51E+04;1.652;9.10E+04;6.67;1.024;0.021;NA;NA;;NA;4.21E+06;0.328;0.002;YES;15.204;1.776;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.561;7.501;8.02;6.983;NO;0.274;0.002;YES;12.668;1.2
Esi-;SB243213A;6;200940-23-4;DTXSID5047322;DTXCID8027323;1;506;9.88;Mid;0.1098;3.42E+05;1.517;5.18E+05;6.67;1.024;0.115;NA;NA;;NA;4.72E+06;1.871;0.011;YES;17.044;1.776;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.584;7.501;8.02;6.983;NO;1.559;0.009;YES;14.201;1.2
Esi-;SB243213A;6;200940-23-4;DTXSID5047322;DTXCID8027323;1;506;9.88;High;0.441;1.32E+06;1.508;1.99E+06;6.67;1.024;0.429;NA;NA;;NA;4.51E+06;7.176;0.044;YES;16.272;1.776;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.575;7.501;8.02;6.983;NO;5.979;0.033;YES;13.558;1.2
Esi-;MK-274;6;NOCAS_47328;DTXSID5047328;DTXCID8027329;3;499;9.05;Low;0.024;3.65E+04;1.853;6.77E+04;6.35;0.906;0.021;0.068;0.005;YES;2.82;2.82E+06;0.244;0.001;YES;10.179;1.774;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.48;7.501;8.02;6.983;NO;0.204;0.001;YES;8.485;1.2
Esi-;MK-274;6;NOCAS_47328;DTXSID5047328;DTXCID8027329;3;499;9.05;Mid;0.122;1.53E+05;1.583;2.42E+05;6.35;0.906;0.085;0.283;0.024;YES;2.32;1.99E+06;0.875;0.005;YES;7.172;1.774;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.406;7.501;8.02;6.983;NO;0.729;0.004;YES;5.979;1.2
Esi-;MK-274;6;NOCAS_47328;DTXSID5047328;DTXCID8027329;3;499;9.05;High;0.49;5.83E+05;1.64;9.56E+05;6.35;0.906;0.387;1.594;0.12;YES;3.253;1.95E+06;3.452;0.021;YES;7.046;1.774;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.402;7.501;8.02;6.983;NO;2.878;0.016;YES;5.873;1.2
Esi-;MK-274;6;NOCAS_47328;DTXSID5047328;DTXCID8027329;3;503;8.98;Low;0.024;3.12E+04;1.795;5.61E+04;6.35;0.906;0.017;0.056;0.004;YES;2.313;2.34E+06;0.202;0.001;YES;8.437;1.774;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.44;7.501;8.02;6.983;NO;0.169;0.001;YES;7.033;1.2
Esi-;MK-274;6;NOCAS_47328;DTXSID5047328;DTXCID8027329;3;503;8.98;Mid;0.122;1.42E+05;1.812;2.57E+05;6.35;0.906;0.091;0.304;0.026;YES;2.49;2.11E+06;0.929;0.006;YES;7.611;1.774;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.419;7.501;8.02;6.983;NO;0.774;0.004;YES;6.345;1.2
Esi-;MK-274;6;NOCAS_47328;DTXSID5047328;DTXCID8027329;3;503;8.98;High;0.49;5.54E+05;1.594;8.83E+05;6.35;0.906;0.354;1.433;0.11;YES;2.925;1.80E+06;3.186;0.02;YES;6.502;1.774;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.385;7.501;8.02;6.983;NO;2.656;0.015;YES;5.42;1.2
Esi-;MK-274;6;NOCAS_47328;DTXSID5047328;DTXCID8027329;3;505;8.98;Low;0.024;1.92E+05;0.609;1.17E+05;6.35;0.906;0.038;0.122;0.009;YES;5.099;4.86E+06;0.421;0.003;YES;17.559;1.774;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.589;7.501;8.02;6.983;NO;0.351;0.002;YES;14.638;1.2
Esi-;MK-274;6;NOCAS_47328;DTXSID5047328;DTXCID8027329;3;505;8.98;Mid;0.122;1.06E+06;0.621;6.56E+05;6.35;0.906;0.255;0.972;0.079;YES;7.971;5.38E+06;2.368;0.015;YES;19.409;1.774;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.609;7.501;8.02;6.983;NO;1.974;0.011;YES;16.179;1.2
Esi-;MK-274;6;NOCAS_47328;DTXSID5047328;DTXCID8027329;3;505;8.98;High;0.49;2.97E+06;0.636;1.89E+06;6.35;0.906;0.821;4.02;0.249;YES;8.204;3.86E+06;6.823;0.042;YES;13.924;1.774;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.544;7.501;8.02;6.983;NO;5.687;0.032;YES;11.607;1.2
Esi-;Cetirizine dihydrochloride;6;83881-52-1;DTXSID2044268;DTXCID802787;1;506;6.81;Mid;0.122;9.30E+04;1.517;1.41E+05;5.91;0.837;0.122;NA;NA;;NA;1.16E+06;0.51;0.003;YES;4.177;1.253;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.286;7.445;7.963;6.927;NO;0.525;0.003;YES;4.3;0.971
Esi-;Cetirizine dihydrochloride;6;83881-52-1;DTXSID2044268;DTXCID802787;1;506;6.81;High;0.49;3.00E+05;1.508;4.52E+05;5.91;0.837;0.49;NA;NA;;NA;9.22E+05;1.631;0.01;YES;3.329;1.253;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.234;7.445;7.963;6.927;NO;1.68;0.011;YES;3.428;0.971
Esi-;Diclofenac sodium;6;15307-79-6;DTXSID3037208;DTXCID802923;1;501;6.7;Low;0.024;1.01E+05;0.534;5.41E+04;6.51;1.104;0.025;NA;NA;;NA;2.25E+06;0.195;0.001;YES;8.131;1.67;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.433;7.49;8.009;6.971;NO;0.17;0.001;YES;7.073;1.15
Esi-;Diclofenac sodium;6;15307-79-6;DTXSID3037208;DTXCID802923;1;501;6.7;Mid;0.122;5.81E+05;0.498;2.89E+05;6.51;1.104;0.113;NA;NA;;NA;2.37E+06;1.045;0.006;YES;8.564;1.67;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.444;7.49;8.009;6.971;NO;0.909;0.005;YES;7.449;1.15
Esi-;Diclofenac sodium;6;15307-79-6;DTXSID3037208;DTXCID802923;1;501;6.7;High;0.49;2.76E+06;0.551;1.52E+06;6.51;1.104;0.51;NA;NA;;NA;3.10E+06;5.49;0.034;YES;11.205;1.67;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.5;7.49;8.009;6.971;NO;4.776;0.027;YES;9.747;1.15
Esi-;Pantoprazole sodium;6;138786-67-1;DTXSID7044215;DTXCID803416;1;503;4.95;Mid;0.122;9.45E+04;1.812;1.71E+05;6.03;0.875;0.122;NA;NA;;NA;1.40E+06;0.618;0.004;YES;5.066;2.493;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.33;7.578;8.098;7.059;NO;0.382;0.002;YES;3.131;1.618
Esi-;Pantoprazole sodium;6;138786-67-1;DTXSID7044215;DTXCID803416;1;503;4.95;High;0.49;3.63E+05;1.594;5.78E+05;6.03;0.875;0.49;NA;NA;;NA;1.18E+06;2.087;0.013;YES;4.259;2.493;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.291;7.578;8.098;7.059;NO;1.29;0.006;YES;2.633;1.618
Esi-;Raloxifene hydrochloride;6;82640-04-8;DTXSID1034181;DTXCID803550;1;505;5.38;Low;0.024;2.47E+05;0.609;1.51E+05;6.4;0.733;0.022;NA;NA;;NA;6.27E+06;0.543;0.003;YES;22.639;1.148;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.639;7.434;7.952;6.916;NO;0.584;0.004;YES;24.315;0.931
Esi-;Raloxifene hydrochloride;6;82640-04-8;DTXSID1034181;DTXCID803550;1;505;5.38;Mid;0.122;1.00E+06;0.621;6.24E+05;6.4;0.733;0.151;NA;NA;;NA;5.11E+06;2.251;0.014;YES;18.453;1.148;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.599;7.434;7.952;6.916;NO;2.418;0.016;YES;19.818;0.931
Esi-;Raloxifene hydrochloride;6;82640-04-8;DTXSID1034181;DTXCID803550;1;505;5.38;High;0.49;2.14E+06;0.636;1.36E+06;6.4;0.733;0.437;NA;NA;;NA;2.77E+06;4.903;0.03;YES;10.007;1.148;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.476;7.434;7.952;6.916;NO;5.266;0.035;YES;10.747;0.931
Esi-;Cyanazine;6;21725-46-2;DTXSID1023990;DTXCID803990;1;502;3.47;Low;0.061;3.97E+04;0.531;2.11E+04;5.66;1.091;0.06;NA;NA;;NA;3.45E+05;0.076;0;YES;1.247;1.075;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;6.993;7.426;7.944;6.908;NO;0.084;0.001;YES;1.378;0.905
Esi-;Cyanazine;6;21725-46-2;DTXSID1023990;DTXCID803990;1;502;3.47;Mid;0.244;2.11E+05;0.484;1.02E+05;5.66;1.091;0.254;NA;NA;;NA;4.18E+05;0.368;0.002;YES;1.509;1.075;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.041;7.426;7.944;6.908;NO;0.407;0.003;YES;1.668;0.905
Esi-;Cyanazine;6;21725-46-2;DTXSID1023990;DTXCID803990;1;502;3.47;High;0.732;6.39E+05;0.493;3.15E+05;5.66;1.091;0.715;NA;NA;;NA;4.30E+05;1.137;0.007;YES;1.553;1.075;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.049;7.426;7.944;6.908;NO;1.257;0.009;YES;1.717;0.905
Esi-;2,4-Dichlorophenoxyacetic acid;6;94-75-7;DTXSID0020442;DTXCID80442;1;501;2.38;Low;0.024;7.82E+04;0.534;4.18E+04;6.36;1.081;0.025;NA;NA;;NA;1.74E+06;0.151;0.001;YES;6.284;0.572;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.377;7.372;7.89;6.854;NO;0.203;0.002;YES;8.47;0.742
Esi-;2,4-Dichlorophenoxyacetic acid;6;94-75-7;DTXSID0020442;DTXCID80442;1;501;2.38;Mid;0.122;4.33E+05;0.498;2.16E+05;6.36;1.081;0.113;NA;NA;;NA;1.77E+06;0.779;0.005;YES;6.386;0.572;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.381;7.372;7.89;6.854;NO;1.05;0.008;YES;8.606;0.742
Esi-;2,4-Dichlorophenoxyacetic acid;6;94-75-7;DTXSID0020442;DTXCID80442;1;501;2.38;High;0.49;1.99E+06;0.551;1.09E+06;6.36;1.081;0.51;NA;NA;;NA;2.23E+06;3.95;0.024;YES;8.061;0.572;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.431;7.372;7.89;6.854;NO;5.324;0.042;YES;10.865;0.742
Esi-;2,4-Dinitrophenol;6;51-28-5;DTXSID0020523;DTXCID80523;1;506;0.73;Low;0.024;2.07E+05;1.652;3.41E+05;7.14;0.986;0.024;NA;NA;;NA;1.42E+07;1.233;0.008;YES;51.358;1.217;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.788;7.441;7.96;6.923;NO;1.288;0.008;YES;53.657;0.957
Esi-;2,4-Dinitrophenol;6;51-28-5;DTXSID0020523;DTXCID80523;1;506;0.73;Mid;0.122;1.18E+06;1.517;1.79E+06;7.14;0.986;0.126;NA;NA;;NA;1.46E+07;6.448;0.04;YES;52.856;1.217;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.793;7.441;7.96;6.923;NO;6.737;0.044;YES;55.222;0.957
Esi-;2,4-Dinitrophenol;6;51-28-5;DTXSID0020523;DTXCID80523;1;506;0.73;High;0.49;4.42E+06;1.508;6.66E+06;7.14;0.986;0.481;NA;NA;;NA;1.36E+07;24.059;0.147;YES;49.099;1.217;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.78;7.441;7.96;6.923;NO;25.135;0.166;YES;51.297;0.957
Esi-;4-Methylumbelliferone;6;90-33-5;DTXSID8025670;DTXCID805670;2;501;2.26;Low;0.024;2.83E+05;0.534;1.51E+05;7;1.092;0.022;0.041;0.01;YES;1.692;6.29E+06;0.545;0.003;YES;22.719;1.005;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.639;7.419;7.937;6.901;NO;0.62;0.004;YES;25.821;0.88
Esi-;4-Methylumbelliferone;6;90-33-5;DTXSID8025670;DTXCID805670;2;501;2.26;Mid;0.122;1.61E+06;0.498;8.03E+05;7;1.092;0.1;0.179;0.054;YES;1.466;6.58E+06;2.899;0.018;YES;23.764;1.005;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.648;7.419;7.937;6.901;NO;3.295;0.023;YES;27.009;0.88
Esi-;4-Methylumbelliferone;6;90-33-5;DTXSID8025670;DTXCID805670;2;501;2.26;High;0.49;7.06E+06;0.551;3.89E+06;7;1.092;0.424;0.825;0.236;YES;1.684;7.93E+06;14.035;0.086;YES;28.643;1.005;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.683;7.419;7.937;6.901;NO;15.952;0.112;YES;32.554;0.88
Esi-;4-Methylumbelliferone hydrate;6;103764-33-6;DTXSID1046976;DTXCID805670;2;502;2.15;Low;0.05185;9.07E+05;0.531;4.82E+05;7;1.092;0.063;0.112;0.033;YES;2.163;9.29E+06;1.739;0.011;YES;33.549;1.005;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.712;7.419;7.937;6.901;NO;1.977;0.014;YES;38.13;0.88
Esi-;4-Methylumbelliferone hydrate;6;103764-33-6;DTXSID1046976;DTXCID805670;2;502;2.15;Mid;0.2074;4.57E+06;0.484;2.21E+06;7;1.092;0.253;0.471;0.142;YES;2.269;1.07E+07;7.988;0.049;YES;38.513;1.005;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.737;7.419;7.937;6.901;NO;9.078;0.064;YES;43.772;0.88
Esi-;4-Methylumbelliferone hydrate;6;103764-33-6;DTXSID1046976;DTXCID805670;2;502;2.15;High;0.6222;1.28E+07;0.493;6.29E+06;7;1.092;0.659;1.348;0.36;YES;2.167;1.01E+07;22.719;0.139;YES;36.514;1.005;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.727;7.419;7.937;6.901;NO;25.822;0.181;YES;41.501;0.88
Esi-;Phenolphthalein;6;77-09-8;DTXSID0021125;DTXCID901125;1;501;5.11;Low;0.024;9.57E+04;0.534;5.11E+04;6.43;1.071;0.024;NA;NA;;NA;2.13E+06;0.185;0.001;YES;7.689;1.226;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.421;7.442;7.96;6.924;NO;0.192;0.001;YES;8.005;0.96
Esi-;Phenolphthalein;6;77-09-8;DTXSID0021125;DTXCID901125;1;501;5.11;Mid;0.122;5.47E+05;0.498;2.72E+05;6.43;1.071;0.117;NA;NA;;NA;2.23E+06;0.983;0.006;YES;8.057;1.226;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.431;7.442;7.96;6.924;NO;1.023;0.007;YES;8.389;0.96
Esi-;Phenolphthalein;6;77-09-8;DTXSID0021125;DTXCID901125;1;501;5.11;High;0.49;2.35E+06;0.551;1.30E+06;6.43;1.071;0.502;NA;NA;;NA;2.65E+06;4.681;0.029;YES;9.552;1.226;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.467;7.442;7.96;6.924;NO;4.873;0.032;YES;9.945;0.96
Esi-;Probenecid;6;57-66-9;DTXSID9021188;DTXCID901188;1;501;3.34;Low;0.024;9.73E+04;0.534;5.20E+04;6.46;1.086;0.025;NA;NA;;NA;2.17E+06;0.188;0.001;YES;7.816;0.953;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.424;7.413;7.931;6.895;NO;0.218;0.002;YES;9.07;0.862
Esi-;Probenecid;6;57-66-9;DTXSID9021188;DTXCID901188;1;501;3.34;Mid;0.122;5.62E+05;0.498;2.80E+05;6.46;1.086;0.116;NA;NA;;NA;2.30E+06;1.011;0.006;YES;8.289;0.953;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.437;7.413;7.931;6.895;NO;1.173;0.008;YES;9.618;0.862
Esi-;Probenecid;6;57-66-9;DTXSID9021188;DTXCID901188;1;501;3.34;High;0.49;2.51E+06;0.551;1.38E+06;6.46;1.086;0.504;NA;NA;;NA;2.82E+06;4.987;0.031;YES;10.177;0.953;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.48;7.413;7.931;6.895;NO;5.786;0.041;YES;11.809;0.862
Esi-;Propyl gallate;6;121-79-9;DTXSID5021201;DTXCID901201;1;505;2.5;Low;0.024;2.35E+05;0.609;1.43E+05;6.86;1.041;0.023;NA;NA;;NA;5.97E+06;0.518;0.003;YES;21.564;0.824;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.629;7.399;7.917;6.881;NO;0.632;0.005;YES;26.329;0.819
Esi-;Propyl gallate;6;121-79-9;DTXSID5021201;DTXCID901201;1;505;2.5;Mid;0.122;1.46E+06;0.621;9.08E+05;6.86;1.041;0.135;NA;NA;;NA;7.44E+06;3.277;0.02;YES;26.858;0.824;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.671;7.399;7.917;6.881;NO;4.001;0.03;YES;32.792;0.819
Esi-;Propyl gallate;6;121-79-9;DTXSID5021201;DTXCID901201;1;505;2.5;High;0.49;5.17E+06;0.636;3.29E+06;6.86;1.041;0.464;NA;NA;;NA;6.71E+06;11.867;0.073;YES;24.219;0.824;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.651;7.399;7.917;6.881;NO;14.49;0.107;YES;29.571;0.819
Esi-;Nonivamide;6;2444-46-4;DTXSID1034769;DTXCID9014769;1;502;8.63;Low;0.061;5.07E+04;0.531;2.69E+04;5.58;0.935;0.059;NA;NA;;NA;4.41E+05;0.097;0.001;YES;1.593;0.828;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.055;7.4;7.917;6.882;NO;0.118;0.001;YES;1.942;0.82
Esi-;Nonivamide;6;2444-46-4;DTXSID1034769;DTXCID9014769;1;502;8.63;Mid;0.244;2.29E+05;0.484;1.11E+05;5.58;0.935;0.267;NA;NA;;NA;4.54E+05;0.4;0.002;YES;1.641;0.828;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.063;7.4;7.917;6.882;NO;0.488;0.004;YES;2;0.82
Esi-;Nonivamide;6;2444-46-4;DTXSID1034769;DTXCID9014769;1;502;8.63;High;0.732;5.52E+05;0.493;2.72E+05;5.58;0.935;0.697;NA;NA;;NA;3.72E+05;0.983;0.006;YES;1.343;0.828;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.012;7.4;7.917;6.882;NO;1.199;0.009;YES;1.638;0.82
Esi-;Tridecanedioic acid;6;505-52-2;DTXSID9021683;DTXCID901683;1;505;5.87;Mid;0.122;3.98E+05;0.621;2.47E+05;6.03;0.695;0.122;NA;NA;;NA;2.02E+06;0.892;0.005;YES;7.31;0.605;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.41;7.376;7.893;6.858;NO;1.186;0.009;YES;9.725;0.752
Esi-;Tridecanedioic acid;6;505-52-2;DTXSID9021683;DTXCID901683;1;505;5.87;High;0.49;1.02E+06;0.636;6.49E+05;6.03;0.695;0.49;NA;NA;;NA;1.32E+06;2.344;0.014;YES;4.783;0.605;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.317;7.376;7.893;6.858;NO;3.118;0.024;YES;6.364;0.752
Esi-;3-Phenoxybenzoic acid;6;3739-38-6;DTXSID1038321;DTXCID9018321;1;502;3.39;Low;0.061;1.19E+05;0.531;6.35E+04;6.08;1.045;0.06;NA;NA;;NA;1.04E+06;0.229;0.001;YES;3.755;1.132;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.262;7.432;7.95;6.914;NO;0.248;0.002;YES;4.058;0.925
Esi-;3-Phenoxybenzoic acid;6;3739-38-6;DTXSID1038321;DTXCID9018321;1;502;3.39;Mid;0.244;5.82E+05;0.484;2.82E+05;6.08;1.045;0.251;NA;NA;;NA;1.15E+06;1.017;0.006;YES;4.169;1.132;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.286;7.432;7.95;6.914;NO;1.099;0.007;YES;4.504;0.925
Esi-;3-Phenoxybenzoic acid;6;3739-38-6;DTXSID1038321;DTXCID9018321;1;502;3.39;High;0.732;1.72E+06;0.493;8.48E+05;6.08;1.045;0.721;NA;NA;;NA;1.16E+06;3.062;0.019;YES;4.183;1.132;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.287;7.432;7.95;6.914;NO;3.309;0.022;YES;4.521;0.925
Esi-;2-Methyl-4,6-dinitrophenol;6;534-52-1;DTXSID1022053;DTXCID902053;1;505;0.39;Low;0.024;5.01E+05;0.609;3.05E+05;6.94;0.877;0.022;NA;NA;;NA;1.27E+07;1.1;0.007;YES;45.85;0.874;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.768;7.405;7.922;6.887;NO;1.317;0.01;YES;54.882;0.835
